,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
48709,2008,3,3,1,1348.0,1340,1443.0,1440,AA,1930,N626AA,55.0,60.0,41.0,3.0,8.0,MCO,MIA,193,3.0,11.0,0,N,0,,,,,
37070,2008,3,14,5,1754.0,1700,2220.0,2129,AA,744,N513AA,206.0,209.0,180.0,51.0,54.0,DFW,LGA,1389,6.0,20.0,0,N,0,0.0,0.0,43.0,0.0,8.0
133263,2008,2,5,2,647.0,635,758.0,755,WN,3249,N901WN,71.0,80.0,60.0,3.0,12.0,PVD,BWI,328,3.0,8.0,0,N,0,,,,,
196558,2008,2,3,7,1137.0,1112,1453.0,1454,OH,5084,N435CA,136.0,162.0,124.0,-1.0,25.0,SAT,CVG,1024,2.0,10.0,0,N,0,,,,,
11627,2008,4,3,4,1445.0,1350,1626.0,1539,DL,1098,N616DL,101.0,109.0,83.0,47.0,55.0,ATL,MIA,595,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,47.0
15695,2008,12,11,4,2015.0,1950,2152.0,2119,US,1719,N929UW,97.0,89.0,79.0,33.0,25.0,CLT,MCO,468,3.0,15.0,0,N,0,25.0,0.0,8.0,0.0,0.0
44845,2008,1,25,5,1049.0,1034,1303.0,1240,DL,1712,N690DL,134.0,126.0,112.0,23.0,15.0,MCO,CVG,756,4.0,18.0,0,N,0,1.0,0.0,8.0,0.0,14.0
53159,2008,4,6,7,2041.0,2030,2148.0,2135,WN,2816,N285WN,67.0,65.0,54.0,13.0,11.0,PHX,ONT,325,5.0,8.0,0,N,0,,,,,
9075,2008,2,21,4,1036.0,1020,1203.0,1200,WN,2121,N509SW,87.0,100.0,72.0,3.0,16.0,LIT,MDW,544,5.0,10.0,0,N,0,,,,,
135003,2008,5,10,6,1437.0,1350,1701.0,1545,AA,1615,N474AA,204.0,175.0,174.0,76.0,47.0,RDU,DFW,1062,15.0,15.0,0,N,0,0.0,0.0,29.0,0.0,47.0
2032,2008,6,19,4,1727.0,1720,1906.0,1920,DL,822,N913DL,99.0,120.0,77.0,-14.0,7.0,ATL,DCA,547,7.0,15.0,0,N,0,,,,,
94056,2008,4,2,3,1157.0,1145,1858.0,1855,DL,698,N383DN,241.0,250.0,222.0,3.0,12.0,PDX,CVG,1975,7.0,12.0,0,N,0,,,,,
11670,2008,2,1,5,1111.0,1038,1419.0,1359,UA,244,N641UA,128.0,141.0,103.0,20.0,33.0,DEN,ORD,888,10.0,15.0,0,N,0,0.0,0.0,0.0,0.0,20.0
93013,2008,4,13,7,1603.0,1548,1820.0,1804,FL,524,N953AT,77.0,76.0,52.0,16.0,15.0,MEM,ATL,332,10.0,15.0,0,N,0,0.0,0.0,1.0,0.0,15.0
139122,2008,6,13,5,1747.0,1735,1928.0,1923,AS,369,N977AS,101.0,108.0,86.0,5.0,12.0,SMF,SEA,605,5.0,10.0,0,N,0,,,,,
129596,2008,12,26,5,2337.0,2235,58.0,2340,DL,1574,N3764D,81.0,65.0,39.0,78.0,62.0,ATL,CLT,227,16.0,26.0,0,N,0,19.0,0.0,16.0,0.0,43.0
98210,2008,6,6,5,1531.0,1509,1830.0,1803,NW,252,N334NB,179.0,174.0,153.0,27.0,22.0,DTW,FLL,1127,5.0,21.0,0,N,0,13.0,0.0,5.0,0.0,9.0
177645,2008,8,2,6,2151.0,2135,50.0,35,AA,2020,N420AA,119.0,120.0,100.0,15.0,16.0,DFW,ATL,732,6.0,13.0,0,N,0,15.0,0.0,0.0,0.0,0.0
6262,2008,7,15,2,1800.0,1751,1903.0,1855,OH,5726,N912CA,63.0,64.0,43.0,8.0,9.0,LAN,CVG,258,2.0,18.0,0,N,0,,,,,
121234,2008,4,14,1,1026.0,1020,1104.0,1103,HA,168,N484HA,38.0,43.0,24.0,1.0,6.0,HNL,KOA,163,8.0,6.0,0,N,0,,,,,
8783,2008,4,13,7,1213.0,1155,1313.0,1300,MQ,3572,N941LT,60.0,65.0,46.0,13.0,18.0,LBB,DFW,282,6.0,8.0,0,N,0,,,,,
46832,2008,12,16,2,1758.0,1335,2354.0,1945,WN,543,N229WN,236.0,250.0,212.0,249.0,263.0,SFO,MDW,1855,11.0,13.0,0,N,0,0.0,190.0,0.0,0.0,59.0
13521,2008,1,17,4,1422.0,1400,1655.0,1655,WN,1374,N738CB,213.0,235.0,191.0,0.0,22.0,MDW,PHX,1444,5.0,17.0,0,N,0,,,,,
200637,2008,6,5,4,1516.0,1250,1710.0,1431,OH,5307,N692CA,114.0,101.0,69.0,159.0,146.0,JFK,PIT,340,8.0,37.0,0,N,0,146.0,0.0,13.0,0.0,0.0
73795,2008,6,13,5,1141.0,1125,1441.0,1430,WN,15,N656SW,120.0,125.0,107.0,11.0,16.0,HOU,TPA,781,4.0,9.0,0,N,0,,,,,
201824,2008,8,11,1,846.0,840,944.0,935,9E,5871,87459E,118.0,115.0,98.0,9.0,6.0,DTW,OMA,651,3.0,17.0,0,N,0,,,,,
185123,2008,11,30,7,732.0,725,850.0,840,WN,96,N394SW,78.0,75.0,45.0,10.0,7.0,DEN,ABQ,349,4.0,29.0,0,N,0,,,,,
151724,2008,2,14,4,1246.0,1200,1358.0,1253,OO,5412,N223SW,72.0,53.0,35.0,65.0,46.0,LAX,SAN,109,3.0,34.0,0,N,0,65.0,0.0,0.0,0.0,0.0
170831,2008,9,12,5,606.0,600,910.0,854,DL,701,N631DL,184.0,174.0,155.0,16.0,6.0,BOS,ATL,946,10.0,19.0,0,N,0,6.0,0.0,10.0,0.0,0.0
162103,2008,11,12,3,1726.0,1655,1734.0,1705,WN,2222,N286WN,68.0,70.0,59.0,29.0,31.0,SDF,MDW,271,3.0,6.0,0,N,0,5.0,0.0,0.0,0.0,24.0
68109,2008,6,24,2,1433.0,1410,1457.0,1435,WN,1418,N268WN,84.0,85.0,72.0,22.0,23.0,RDU,BNA,443,4.0,8.0,0,N,0,22.0,0.0,0.0,0.0,0.0
178991,2008,8,7,4,1640.0,1630,2025.0,1943,CO,45,N37281,225.0,193.0,171.0,42.0,10.0,EWR,MIA,1086,4.0,50.0,0,N,0,10.0,0.0,32.0,0.0,0.0
49025,2008,8,23,6,1308.0,1245,1453.0,1443,AA,585,N3CHAA,105.0,118.0,93.0,10.0,23.0,RDU,MIA,700,5.0,7.0,0,N,0,,,,,
166269,2008,1,27,7,1619.0,1415,1724.0,1520,XE,152,N14568,65.0,65.0,44.0,124.0,124.0,LGB,FAT,222,5.0,16.0,0,N,0,0.0,124.0,0.0,0.0,0.0
103066,2008,7,11,5,2248.0,2230,216.0,105,NW,848,N529US,148.0,95.0,92.0,71.0,18.0,MSP,DTW,528,8.0,48.0,0,N,0,0.0,1.0,53.0,0.0,17.0
112832,2008,9,11,4,1706.0,1650,1854.0,1835,OO,3656,N442SW,108.0,105.0,79.0,19.0,16.0,SLC,FCA,532,3.0,26.0,0,N,0,16.0,0.0,3.0,0.0,0.0
187465,2008,6,13,5,957.0,920,1102.0,1030,MQ,4227,N674RJ,65.0,70.0,49.0,32.0,37.0,DSM,ORD,299,7.0,9.0,0,N,0,0.0,0.0,32.0,0.0,0.0
112906,2008,12,20,6,1848.0,1842,2059.0,2058,US,655,N828AW,71.0,76.0,53.0,1.0,6.0,SNA,PHX,338,8.0,10.0,0,N,0,,,,,
117037,2008,12,22,1,904.0,835,1033.0,958,F9,309,N812FR,149.0,143.0,117.0,35.0,29.0,DEN,GEG,836,13.0,19.0,0,N,0,11.0,0.0,9.0,0.0,15.0
37877,2008,6,8,7,1448.0,1250,1642.0,1410,WN,2275,N386SW,114.0,80.0,75.0,152.0,118.0,OMA,MDW,423,6.0,33.0,0,N,0,0.0,118.0,34.0,0.0,0.0
180923,2008,12,28,7,1706.0,1610,1901.0,1752,DL,1943,N990DL,115.0,102.0,85.0,69.0,56.0,ATL,PBI,545,5.0,25.0,0,N,0,20.0,0.0,13.0,0.0,36.0
98909,2008,8,7,4,1025.0,1002,1224.0,1155,US,522,N634AW,119.0,113.0,80.0,29.0,23.0,PHX,RNO,601,5.0,34.0,0,N,0,23.0,0.0,6.0,0.0,0.0
105597,2008,6,23,1,1414.0,1305,1643.0,1545,UA,854,N568UA,149.0,160.0,129.0,58.0,69.0,LAX,SEA,954,5.0,15.0,0,N,0,7.0,0.0,0.0,0.0,51.0
41334,2008,4,19,6,1708.0,1655,1818.0,1818,UA,451,N377UA,130.0,143.0,109.0,0.0,13.0,RDU,ORD,647,8.0,13.0,0,N,0,,,,,
12207,2008,12,27,6,1700.0,1630,2003.0,1947,CO,1433,N11641,243.0,257.0,215.0,16.0,30.0,LGA,IAH,1416,16.0,12.0,0,N,0,7.0,0.0,0.0,0.0,9.0
144617,2008,1,18,5,1508.0,1450,1703.0,1705,WN,3836,N426WN,235.0,255.0,221.0,-2.0,18.0,MDW,RNO,1680,4.0,10.0,0,N,0,,,,,
159845,2008,6,14,6,1857.0,1649,2021.0,1814,DL,1813,N916DE,84.0,85.0,62.0,127.0,128.0,SDF,ATL,321,12.0,10.0,0,N,0,5.0,0.0,54.0,0.0,68.0
178569,2008,10,20,1,750.0,727,1003.0,942,OO,5954,N920SW,73.0,75.0,52.0,21.0,23.0,ORD,LEX,323,4.0,17.0,0,N,0,21.0,0.0,0.0,0.0,0.0
107262,2008,8,21,4,1112.0,1030,1431.0,1402,XE,2305,N21129,139.0,152.0,117.0,29.0,42.0,IAH,DAY,929,5.0,17.0,0,N,0,0.0,9.0,0.0,0.0,20.0
177116,2008,5,18,7,2203.0,2155,2344.0,2335,WN,2990,N687SW,161.0,160.0,146.0,9.0,8.0,TPA,MDW,997,5.0,10.0,0,N,0,,,,,
201010,2008,7,26,6,1721.0,1710,1803.0,1805,MQ,3320,N266AE,42.0,55.0,28.0,-2.0,11.0,TYR,DFW,103,7.0,7.0,0,N,0,,,,,
72975,2008,6,9,1,615.0,545,916.0,848,OO,4114,N863AS,121.0,123.0,98.0,28.0,30.0,TUL,ATL,674,4.0,19.0,0,N,0,28.0,0.0,0.0,0.0,0.0
191069,2008,9,21,7,1211.0,1104,1310.0,1146,OO,5741,N567SW,59.0,42.0,24.0,84.0,67.0,SFO,MOD,78,2.0,33.0,0,N,0,67.0,0.0,17.0,0.0,0.0
166693,2008,12,12,5,1332.0,1314,1540.0,1529,NW,717,N324US,188.0,195.0,163.0,11.0,18.0,BOS,MSP,1124,6.0,19.0,0,N,0,,,,,
134211,2008,11,15,6,1325.0,1245,1952.0,1910,AA,2058,N5BTAA,267.0,265.0,244.0,42.0,40.0,DFW,SJU,2165,9.0,14.0,0,N,0,2.0,0.0,2.0,0.0,38.0
94162,2008,11,15,6,1350.0,1335,1931.0,1935,CO,15,N69059,641.0,660.0,623.0,-4.0,15.0,EWR,HNL,4962,7.0,11.0,0,N,0,,,,,
47274,2008,8,28,4,708.0,655,830.0,834,US,571,N652AW,262.0,279.0,246.0,-4.0,13.0,TPA,LAS,1984,6.0,10.0,0,N,0,,,,,
135927,2008,5,7,3,1804.0,1722,1843.0,1759,OO,5932,N926SW,99.0,97.0,68.0,44.0,42.0,CRW,ORD,416,6.0,25.0,0,N,0,0.0,0.0,44.0,0.0,0.0
37411,2008,3,25,2,1851.0,1835,2015.0,2008,FL,906,N921AT,84.0,93.0,58.0,7.0,16.0,ATL,PHF,508,15.0,11.0,0,N,0,,,,,
116402,2008,6,5,4,1552.0,1521,1753.0,1658,NW,169,N585NW,241.0,217.0,205.0,55.0,31.0,MSP,SEA,1399,7.0,29.0,0,N,0,19.0,0.0,24.0,0.0,12.0
18084,2008,10,14,2,1232.0,1145,1319.0,1245,AA,2134,N5CJAA,47.0,60.0,32.0,34.0,47.0,MIA,MCO,193,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,34.0
177563,2008,1,25,5,1848.0,1840,2059.0,2054,UA,1578,N480UA,131.0,134.0,112.0,5.0,8.0,TPA,IAD,810,7.0,12.0,0,N,0,,,,,
118219,2008,12,2,2,1636.0,1630,1734.0,1730,MQ,3948,N621MQ,58.0,60.0,47.0,4.0,6.0,BMI,ORD,116,5.0,6.0,0,N,0,,,,,
160987,2008,4,1,2,1944.0,1916,2023.0,1955,9E,3707,84169E,99.0,99.0,69.0,28.0,28.0,DTW,MLI,373,5.0,25.0,0,N,0,28.0,0.0,0.0,0.0,0.0
28044,2008,1,1,2,1114.0,1055,1133.0,1125,WN,1139,N435WN,79.0,90.0,66.0,8.0,19.0,PHX,BUR,369,2.0,11.0,0,N,0,,,,,
182066,2008,10,22,3,1949.0,1824,2102.0,1959,YV,7044,N75995,73.0,95.0,54.0,63.0,85.0,IAD,LGA,229,3.0,16.0,0,N,0,0.0,0.0,63.0,0.0,0.0
1668,2008,6,28,6,1754.0,1640,,1803,DL,67,N953DL,,143.0,,,74.0,ATL,DFW,732,,13.0,0,N,1,,,,,
68511,2008,12,8,1,1315.0,1305,1412.0,1410,MQ,4023,N630MQ,57.0,65.0,44.0,2.0,10.0,ORD,LSE,215,2.0,11.0,0,N,0,,,,,
23379,2008,6,9,1,1254.0,1230,1405.0,1340,AS,512,N584AS,71.0,70.0,48.0,25.0,24.0,GEG,SEA,224,5.0,18.0,0,N,0,0.0,0.0,25.0,0.0,0.0
121970,2008,12,1,1,1504.0,1455,1637.0,1650,AA,1023,N4YJAA,213.0,235.0,199.0,-13.0,9.0,AUS,SJC,1476,3.0,11.0,0,N,0,,,,,
154143,2008,6,14,6,1240.0,1230,1435.0,1430,MQ,3372,N808AE,115.0,120.0,101.0,5.0,10.0,CID,DFW,685,7.0,7.0,0,N,0,,,,,
184737,2008,2,14,4,1155.0,1130,1327.0,1305,9E,2888,85249E,152.0,155.0,128.0,22.0,25.0,MSP,GTF,887,4.0,20.0,0,N,0,22.0,0.0,0.0,0.0,0.0
47010,2008,1,24,4,1026.0,945,1309.0,1245,MQ,4334,N522AE,103.0,120.0,80.0,24.0,41.0,ORD,ATL,606,4.0,19.0,0,N,0,0.0,8.0,0.0,0.0,16.0
104158,2008,5,12,1,1105.0,1045,1202.0,1200,WN,3672,N791SW,57.0,75.0,45.0,2.0,20.0,SAN,LAS,258,4.0,8.0,0,N,0,,,,,
29863,2008,4,29,2,1220.0,1201,1349.0,1330,OO,5831,N961SW,149.0,149.0,116.0,19.0,19.0,HPN,ORD,738,8.0,25.0,0,N,0,0.0,19.0,0.0,0.0,0.0
29263,2008,12,21,7,1606.0,1430,2116.0,2005,WN,2761,N551WN,190.0,215.0,180.0,71.0,96.0,ABQ,BWI,1670,5.0,5.0,0,N,0,13.0,0.0,0.0,0.0,58.0
187760,2008,9,11,4,1715.0,1610,1828.0,1746,9E,2958,85989E,73.0,96.0,51.0,42.0,65.0,CRW,DTW,281,8.0,14.0,0,N,0,0.0,0.0,0.0,0.0,42.0
87492,2008,3,2,7,1337.0,1255,1702.0,1618,XE,2462,N11565,145.0,143.0,126.0,44.0,42.0,STL,EWR,872,7.0,12.0,0,N,0,0.0,0.0,2.0,0.0,42.0
126493,2008,12,31,3,1150.0,1103,1609.0,1322,YV,7182,N508MJ,,79.0,,,47.0,ORD,DTW,235,16.0,21.0,0,N,1,,,,,
75848,2008,3,7,5,1709.0,1638,1833.0,1808,XE,2560,N15926,84.0,90.0,67.0,25.0,31.0,MAF,IAH,429,6.0,11.0,0,N,0,0.0,0.0,5.0,0.0,20.0
181527,2008,7,8,2,1711.0,1655,1908.0,1855,AA,1147,N3AXAA,237.0,240.0,215.0,13.0,16.0,DFW,SEA,1660,10.0,12.0,0,N,0,,,,,
178498,2008,5,8,4,1718.0,1655,1831.0,1810,AA,1727,N242AA,73.0,75.0,55.0,21.0,23.0,LAX,SFO,337,2.0,16.0,0,N,0,5.0,0.0,0.0,0.0,16.0
69455,2008,12,18,4,2007.0,1915,2215.0,2130,WN,719,N254WN,128.0,135.0,114.0,45.0,52.0,TPA,IAD,810,5.0,9.0,0,N,0,16.0,0.0,0.0,0.0,29.0
83180,2008,3,8,6,1319.0,1204,1506.0,1355,YV,7232,N513MJ,107.0,111.0,92.0,71.0,75.0,MHT,IAD,418,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,71.0
131184,2008,12,5,5,1207.0,1150,1721.0,1659,F9,724,N201FR,194.0,189.0,175.0,22.0,17.0,DEN,DCA,1476,6.0,13.0,0,N,0,10.0,0.0,12.0,0.0,0.0
142844,2008,5,1,4,1015.0,1001,1300.0,1255,OO,4043,N340CA,105.0,114.0,91.0,5.0,14.0,SAN,SLC,626,4.0,10.0,0,N,0,,,,,
27371,2008,6,20,5,1521.0,1510,1643.0,1642,OH,5118,N597SW,82.0,92.0,56.0,1.0,11.0,CVG,CLT,335,8.0,18.0,0,N,0,,,,,
1289,2008,5,16,5,1922.0,1830,2211.0,2125,UA,730,N566UA,109.0,115.0,86.0,46.0,52.0,ORD,BWI,622,5.0,18.0,0,N,0,0.0,0.0,0.0,0.0,46.0
175360,2008,12,23,2,729.0,700,1030.0,925,MQ,4136,N519MQ,121.0,85.0,52.0,65.0,29.0,ORD,DTW,235,13.0,56.0,0,N,0,0.0,29.0,36.0,0.0,0.0
37378,2008,12,13,6,1227.0,1220,1336.0,1332,XE,2304,N16571,69.0,72.0,53.0,4.0,7.0,IAH,GPT,376,5.0,11.0,0,N,0,,,,,
121397,2008,3,5,3,2018.0,1945,2221.0,2138,US,1461,N919UW,123.0,113.0,89.0,43.0,33.0,CLT,RSW,600,4.0,30.0,0,N,0,33.0,0.0,10.0,0.0,0.0
80948,2008,6,27,5,816.0,805,942.0,940,WN,1719,N414WN,206.0,215.0,194.0,2.0,11.0,MSY,LAS,1501,6.0,6.0,0,N,0,,,,,
200850,2008,6,21,6,2210.0,2040,2241.0,2125,WN,2066,N355SW,91.0,105.0,82.0,76.0,90.0,MCO,MSY,550,3.0,6.0,0,N,0,14.0,0.0,0.0,0.0,62.0
57012,2008,12,28,7,1016.0,820,1126.0,925,WN,134,N791SW,70.0,65.0,47.0,121.0,116.0,MDW,STL,251,11.0,12.0,0,N,0,116.0,0.0,5.0,0.0,0.0
131424,2008,1,11,5,1555.0,1515,1859.0,1834,CO,45,N26208,184.0,199.0,151.0,25.0,40.0,EWR,MIA,1086,5.0,28.0,0,N,0,7.0,0.0,0.0,0.0,18.0
193606,2008,8,4,1,1924.0,1910,2226.0,2211,FL,441,N938AT,122.0,121.0,96.0,15.0,14.0,MKE,ATL,669,6.0,20.0,0,N,0,14.0,0.0,1.0,0.0,0.0
168394,2008,9,15,1,1948.0,1925,2029.0,2014,OH,6527,N786CA,41.0,49.0,29.0,15.0,23.0,CMH,CVG,116,3.0,9.0,0,N,0,0.0,15.0,0.0,0.0,0.0
102230,2008,9,16,2,1803.0,1730,1927.0,1850,WN,609,N479WN,84.0,80.0,68.0,37.0,33.0,MCI,MDW,405,6.0,10.0,0,N,0,12.0,0.0,4.0,0.0,21.0
139275,2008,12,22,1,728.0,720,1037.0,950,9E,5859,91769E,189.0,150.0,108.0,47.0,8.0,BOS,CVG,752,15.0,66.0,0,N,0,8.0,0.0,39.0,0.0,0.0
138195,2008,10,30,4,1555.0,1535,1926.0,1905,AA,1104,N463AA,151.0,150.0,129.0,21.0,20.0,STL,LGA,887,3.0,19.0,0,N,0,0.0,0.0,21.0,0.0,0.0
165420,2008,4,3,4,2111.0,2025,2316.0,2230,WN,959,N636WN,65.0,65.0,36.0,46.0,46.0,MDW,DTW,229,21.0,8.0,0,N,0,0.0,0.0,0.0,0.0,46.0
22682,2008,7,24,4,1408.0,1355,1531.0,1520,WN,2646,N241WN,83.0,85.0,65.0,11.0,13.0,BNA,MDW,395,6.0,12.0,0,N,0,,,,,
1505,2008,3,23,7,1909.0,1800,1851.0,1740,OO,2643,N506CA,42.0,40.0,28.0,71.0,69.0,GRR,MKE,120,4.0,10.0,0,N,0,71.0,0.0,0.0,0.0,0.0
46972,2008,4,21,1,810.0,715,1033.0,942,UA,273,N420UA,323.0,327.0,302.0,51.0,55.0,MCO,LAX,2217,9.0,12.0,0,N,0,0.0,0.0,0.0,0.0,51.0
18954,2008,1,2,3,2030.0,1900,2116.0,1955,WN,2880,N509SW,46.0,55.0,38.0,81.0,90.0,DAL,TUL,237,2.0,6.0,0,N,0,27.0,0.0,0.0,0.0,54.0
120039,2008,11,17,1,2027.0,1935,2153.0,2104,DL,1695,N900DE,206.0,209.0,179.0,49.0,52.0,ATL,ABQ,1269,6.0,21.0,0,N,0,24.0,0.0,0.0,0.0,25.0
448,2008,8,15,5,856.0,841,1128.0,1107,FL,954,N942AT,152.0,146.0,138.0,21.0,15.0,BWI,FLL,925,5.0,9.0,0,N,0,15.0,0.0,6.0,0.0,0.0
55569,2008,2,25,1,1514.0,1355,1757.0,1700,WN,1330,N382SW,103.0,125.0,90.0,57.0,79.0,MDW,PHL,668,5.0,8.0,0,N,0,5.0,0.0,0.0,0.0,52.0
153696,2008,4,20,7,2220.0,2000,2307.0,2100,OO,2805,N471CA,107.0,120.0,96.0,127.0,140.0,BWI,MKE,641,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,127.0
185333,2008,10,29,3,1430.0,1420,1530.0,1515,WN,372,N380SW,60.0,55.0,46.0,15.0,10.0,SAT,DAL,248,4.0,10.0,0,N,0,1.0,0.0,5.0,0.0,9.0
72461,2008,6,29,7,1950.0,1735,2053.0,1845,AA,2379,N428AA,123.0,130.0,99.0,128.0,135.0,DCA,ORD,612,7.0,17.0,0,N,0,0.0,0.0,54.0,0.0,74.0
99466,2008,6,29,7,1832.0,1825,2007.0,1950,US,1057,N946UW,95.0,85.0,41.0,17.0,7.0,PHL,RIC,198,3.0,51.0,0,N,0,7.0,0.0,10.0,0.0,0.0
47995,2008,5,11,7,1207.0,1155,2023.0,2015,AA,442,N5CEAA,316.0,320.0,276.0,8.0,12.0,SFO,MIA,2585,27.0,13.0,0,N,0,,,,,
134777,2008,4,13,7,2011.0,1955,2110.0,2058,CO,479,N34282,59.0,63.0,36.0,12.0,16.0,IAH,SAT,191,3.0,20.0,0,N,0,,,,,
60699,2008,5,4,7,2039.0,2020,2126.0,2115,AA,1731,N4XHAA,47.0,55.0,30.0,11.0,19.0,DFW,AUS,190,5.0,12.0,0,N,0,,,,,
86740,2008,3,28,5,1833.0,1820,2029.0,2034,US,1724,N529AU,116.0,134.0,106.0,-5.0,13.0,TPA,DCA,814,2.0,8.0,0,N,0,,,,,
116843,2008,5,13,2,1153.0,1133,1337.0,1312,UA,397,N366UA,164.0,159.0,141.0,25.0,20.0,ORD,DEN,888,8.0,15.0,0,N,0,9.0,0.0,5.0,0.0,11.0
152823,2008,3,24,1,1908.0,1900,2110.0,2105,WN,42,N793SA,182.0,185.0,170.0,5.0,8.0,ABQ,SEA,1180,5.0,7.0,0,N,0,,,,,
152545,2008,1,3,4,812.0,805,1028.0,1015,FL,572,N295AT,136.0,130.0,107.0,13.0,7.0,ATL,EWR,745,10.0,19.0,0,N,0,,,,,
108481,2008,11,26,3,1140.0,1120,1638.0,1635,WN,3432,N240WN,178.0,195.0,167.0,3.0,20.0,ABQ,TPA,1497,4.0,7.0,0,N,0,,,,,
142511,2008,6,2,1,945.0,935,1146.0,1155,WN,2737,N508SW,121.0,140.0,109.0,-9.0,10.0,TUS,OAK,747,6.0,6.0,0,N,0,,,,,
70619,2008,2,25,1,803.0,755,1101.0,1110,WN,3160,N375SW,118.0,135.0,109.0,-9.0,8.0,PHX,TUL,935,2.0,7.0,0,N,0,,,,,
27280,2008,2,4,1,1249.0,1215,1524.0,1505,AA,1620,N477AA,155.0,170.0,137.0,19.0,34.0,PBI,LGA,1035,4.0,14.0,0,N,0,0.0,0.0,18.0,0.0,1.0
53178,2008,5,14,3,2028.0,2010,2121.0,2100,WN,1585,N390SW,113.0,110.0,103.0,21.0,18.0,HOU,ELP,677,3.0,7.0,0,N,0,1.0,0.0,3.0,0.0,17.0
30960,2008,9,6,6,1617.0,1555,1721.0,1708,XE,2300,N16911,64.0,73.0,34.0,13.0,22.0,EWR,ALB,143,4.0,26.0,0,N,0,,,,,
119834,2008,8,15,5,1549.0,1455,1556.0,1505,AA,1888,N246AA,127.0,130.0,112.0,51.0,54.0,DFW,TUS,813,5.0,10.0,0,N,0,38.0,0.0,0.0,0.0,13.0
201549,2008,2,6,3,1055.0,1045,1359.0,1345,WN,180,N432WN,244.0,240.0,229.0,14.0,10.0,BWI,SAT,1407,4.0,11.0,0,N,0,,,,,
123220,2008,7,1,2,1342.0,1334,1443.0,1438,AA,484,N3DJAA,61.0,64.0,39.0,5.0,8.0,TUL,DFW,237,12.0,10.0,0,N,0,,,,,
71338,2008,6,20,5,1714.0,1700,1826.0,1832,B6,1308,N627JB,72.0,92.0,45.0,-6.0,14.0,IAD,JFK,228,4.0,23.0,0,N,0,,,,,
183761,2008,6,17,2,1856.0,1845,2032.0,1929,MQ,4095,N613AE,96.0,44.0,18.0,63.0,11.0,MKE,ORD,67,11.0,67.0,0,N,0,0.0,0.0,63.0,0.0,0.0
93646,2008,11,4,2,1152.0,1135,1343.0,1300,NW,777,N595NW,231.0,205.0,198.0,43.0,17.0,MSP,LAS,1300,5.0,28.0,0,N,0,0.0,0.0,43.0,0.0,0.0
164221,2008,11,25,2,1810.0,1800,1913.0,1905,WN,1312,N680AA,63.0,65.0,53.0,8.0,10.0,AUS,MAF,294,2.0,8.0,0,N,0,,,,,
123396,2008,8,26,2,2032.0,2010,2324.0,2248,EV,4465,N355CA,172.0,158.0,141.0,36.0,22.0,ATL,PWM,1027,2.0,29.0,0,N,0,0.0,0.0,36.0,0.0,0.0
89345,2008,8,14,4,1336.0,1320,1610.0,1557,B6,314,N634JB,154.0,157.0,129.0,13.0,16.0,FLL,IAD,901,7.0,18.0,0,N,0,,,,,
5216,2008,1,27,7,1254.0,1130,1450.0,1316,NW,593,N314US,236.0,226.0,218.0,94.0,84.0,MSP,PDX,1426,8.0,10.0,0,N,0,84.0,0.0,10.0,0.0,0.0
64769,2008,4,16,3,1550.0,1510,1748.0,1657,OH,5084,N642CA,118.0,107.0,84.0,51.0,40.0,CVG,PHL,507,13.0,21.0,0,N,0,0.0,0.0,11.0,0.0,40.0
113028,2008,2,25,1,1744.0,1720,1956.0,1936,EV,4587,N842AS,132.0,136.0,99.0,20.0,24.0,GRR,ATL,640,10.0,23.0,0,N,0,20.0,0.0,0.0,0.0,0.0
26861,2008,1,7,1,749.0,740,1101.0,1050,MQ,3457,N909AE,132.0,130.0,100.0,11.0,9.0,DFW,CVG,812,10.0,22.0,0,N,0,,,,,
33687,2008,1,10,4,1217.0,1030,1346.0,1147,OO,5474,N217SW,89.0,77.0,77.0,119.0,107.0,ACV,SFO,250,5.0,7.0,0,N,0,0.0,0.0,119.0,0.0,0.0
73723,2008,10,12,7,1444.0,1435,1601.0,1555,WN,259,N389SW,77.0,80.0,67.0,6.0,9.0,SAN,SJC,417,3.0,7.0,0,N,0,,,,,
165218,2008,7,23,3,1400.0,1335,1642.0,1624,EV,4395,N931EV,102.0,109.0,82.0,18.0,25.0,STL,ATL,483,6.0,14.0,0,N,0,0.0,0.0,0.0,0.0,18.0
103407,2008,7,9,3,1537.0,1305,1954.0,1649,XE,2866,N11536,197.0,164.0,109.0,185.0,152.0,MKE,EWR,725,8.0,80.0,0,N,0,0.0,0.0,185.0,0.0,0.0
89604,2008,5,11,7,1459.0,1420,1601.0,1520,WN,3743,N371SW,182.0,180.0,170.0,41.0,39.0,MCI,LAS,1140,4.0,8.0,0,N,0,0.0,0.0,2.0,0.0,39.0
